ต้องเช็ค,รุ่น,หมวด,ชื่อรายการ,รหัส (คิดราคา),รหัสอื่นตามสี,ราคา/หน่วย,หน่วย,จำนวน,ยอดเงิน,ขนาดที่ใช้คิด,รหัส (ใบตัด),จำนวนในใบตัด,หน่วยในใบตัด,ตรงกันไหม,ไฟล์ตัดประกอบ
✓ ผ่าน,บานติดตาย,อลูมิเนียม,กล่อง 1.6×3 — ตั้ง + กล่อง 1.6×3 — นอน,"กล่อง 1.6""x3""",,1240,เส้น,4,2480,150×200 1 บาน · กระจกล้วน,"กล่อง 1.6""X3""",4,ชิ้น,ตรง,JR_บานติดตาย
✓ ผ่าน,บานติดตาย,อลูมิเนียม,9014 คัลเทิลวอล — ตั้ง + 9014 คัลเทิลวอล — นอน,9014,,380,เส้น,4,760,150×200 1 บาน · กระจกล้วน,9014,4,ชิ้น,ตรง,JR_บานติดตาย
⚪ ดูเฉย ๆ,บานติดตาย,กระจก,กระจก เขียว 6มม.,,,264,ตร.ม.,3,792,150×200 1 บาน · กระจกล้วน,,,,ใบตัดไม่ลงประเภทนี้,JR_บานติดตาย
✓ ผ่าน,บานติดตาย,อุปกรณ์/สิ้นเปลือง,ฉากเข้ามุม (4 มุม/ช่อง),JR00557,,5,มุม,4,20,150×200 1 บาน · กระจกล้วน,JR00557,4,ตัว,ตรง,JR_บานติดตาย
✓ ผ่าน,บานติดตาย,อุปกรณ์/สิ้นเปลือง,เทปนอร์ตัน (หนุนกระจก),JR02937,,10,ม.,7,70,150×200 1 บาน · กระจกล้วน,JR02937,7,ม.,ตรง,JR_บานติดตาย
✓ ผ่าน,บานติดตาย,อุปกรณ์/สิ้นเปลือง,ซิลิโคน ใน+นอก,JR00504,,90,หลอด,2,180,150×200 1 บาน · กระจกล้วน,JR00504,2,หลอด,ตรง,JR_บานติดตาย
