ต้องเช็ค,รุ่น,หมวด,ชื่อรายการ,รหัส (คิดราคา),รหัสอื่นตามสี,ราคา/หน่วย,หน่วย,จำนวน,ยอดเงิน,ขนาดที่ใช้คิด,รหัส (ใบตัด),จำนวนในใบตัด,หน่วยในใบตัด,ตรงกันไหม,ไฟล์ตัดประกอบ
⚪ ยังตรวจไม่ได้,ตู้อลูมิเนียม,อุปกรณ์/สิ้นเปลือง,บานหน้า Future Tech · เลื่อน · สีดำ · 2 บาน,,,6610,บาน,2,13220,120×240 2 บาน · บานเลื่อน,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,ตู้อลูมิเนียม,อุปกรณ์/สิ้นเปลือง,ผนังตู้ ซ้าย (อลูทึบ),,,1383,ตร.ม.,1.44,1991.52,120×240 2 บาน · บานเลื่อน,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,ตู้อลูมิเนียม,อุปกรณ์/สิ้นเปลือง,ผนังตู้ ขวา (อลูทึบ),,,1383,ตร.ม.,1.44,1991.52,120×240 2 บาน · บานเลื่อน,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,ตู้อลูมิเนียม,อุปกรณ์/สิ้นเปลือง,ชั้นวาง อลู 6 ชั้น (ลึก 0.6×กว้าง 1.2 ม.),,,1416,ตร.ม.,4.32,6117.12,120×240 2 บาน · บานเลื่อน,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,ตู้อลูมิเนียม,อุปกรณ์/สิ้นเปลือง,บานหน้า Future Tech · เลื่อน · สีดำ · 1 บาน,,,7042,บาน,1,7042,120×240 1 บาน · บานเลื่อน,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,ตู้อลูมิเนียม,อุปกรณ์/สิ้นเปลือง,บานหน้า Future Tech · เลื่อน · สีดำ · 3 บาน,,,6466,บาน,3,19398,120×240 3 บาน · บานเลื่อน,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,ตู้อลูมิเนียม,อุปกรณ์/สิ้นเปลือง,บานหน้า Future Tech · เปิด · สีดำ · 2 บาน,,,6362,บาน,2,12724,120×240 2 บาน · บานเปิด,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,ตู้อลูมิเนียม,อุปกรณ์/สิ้นเปลือง,บานหน้า Future Tech · เปิด · สีดำ · 1 บาน,,,6794,บาน,1,6794,120×240 1 บาน · บานเปิด,,,,ยังไม่ผูกไฟล์,
⚪ ยังตรวจไม่ได้,ตู้อลูมิเนียม,อุปกรณ์/สิ้นเปลือง,บานหน้า Future Tech · เปิด · สีดำ · 3 บาน,,,6218,บาน,3,18654,120×240 3 บาน · บานเปิด,,,,ยังไม่ผูกไฟล์,
